Participant, Adaptor, Proportion, DV, IV, BaseSize, Setting, RT
1,parallel,0.71,size,size,8,5.75,2.9623
1,parallel,0.71,size,size,8,7.5625,1.3127
1,parallel,0.71,size,size,8,5.125,3.0248
1,parallel,0.71,size,size,8,5.5625,0.70042
1,parallel,1,size,size,8,12.125,1.5252
1,parallel,1,size,size,8,11.1875,1.6002
1,parallel,1,size,size,8,10.625,0.72547
1,parallel,1,size,size,8,11.375,1.6501
1,parallel,1.41,size,size,8,11.25,2.3376
1,parallel,1.41,size,size,8,17.3125,1.8252
1,parallel,1.41,size,size,8,12.625,1.8751
1,parallel,1.41,size,size,8,14.875,1.4752
1,parallel,2,size,size,8,19.0625,1.9251
1,parallel,2,size,size,8,21.5,1.9501
1,parallel,2,size,size,8,21.1875,0.97534
1,parallel,2,size,size,8,20.8125,1.7501
1,parallel,4,size,size,8,36.9375,1.1877
1,parallel,4,size,size,8,37.875,1.5752
1,parallel,4,size,size,8,37,2.3874
1,parallel,4,size,size,8,37.9375,2.3499
1,parallel,0.25,size,SF,4,5.375,2.4643
1,parallel,0.25,size,SF,4,4.9375,2.325
1,parallel,0.25,size,SF,4,5,2.6374
1,parallel,0.25,size,SF,4,4.8125,2.6249
1,parallel,0.5,size,SF,4,5.1875,2.4999
1,parallel,0.5,size,SF,4,5.5625,3.5746
1,parallel,0.5,size,SF,4,6.25,4.4494
1,parallel,0.5,size,SF,4,5.25,3.1248
1,parallel,0.71,size,SF,4,6.0625,3.8246
1,parallel,0.71,size,SF,4,4.8125,4.1495
1,parallel,0.71,size,SF,4,5.25,1.4502
1,parallel,0.71,size,SF,4,5.125,4.3745
1,parallel,1,size,SF,4,5.6875,4.7993
1,parallel,1,size,SF,4,5.875,1.5752
1,parallel,1,size,SF,4,5.6875,7.536
1,parallel,1,size,SF,4,6.0625,3.4497
1,parallel,1.41,size,SF,4,5.0625,4.3869
1,parallel,1.41,size,SF,4,5.875,1.9002
1,parallel,1.41,size,SF,4,4.8125,3.2123
1,parallel,1.41,size,SF,4,5.625,2.6249
1,parallel,2,size,SF,4,4.8125,3.4747
1,parallel,2,size,SF,4,5.375,2.6374
1,parallel,2,size,SF,4,5.5,8.2234
1,parallel,2,size,SF,4,5.375,2.5249
1,parallel,4,size,SF,4,5.0625,5.6491
1,parallel,4,size,SF,4,5.25,3.5871
1,parallel,4,size,SF,4,4.625,2.9499
1,parallel,4,size,SF,4,5.3125,4.0121
1,parallel,0.25,size,SF,4,4.4375,2
1,parallel,0.25,size,SF,4,4.1875,3.7996
1,parallel,0.25,size,SF,4,4.1875,1.6752
1,parallel,0.25,size,SF,4,3.8125,4.5869
1,parallel,0.5,size,SF,4,5.125,3.3622
1,parallel,0.5,size,SF,4,4.5625,2.4125
1,parallel,0.5,size,SF,4,5.0625,2.5249
1,parallel,0.5,size,SF,4,4.4375,1.6252
1,parallel,0.71,size,SF,4,4.75,3.2747
1,parallel,0.71,size,SF,4,4.6875,2.1125
1,parallel,0.71,size,SF,4,4.6875,2.3625
1,parallel,0.71,size,SF,4,4.875,3.4372
1,parallel,1,size,SF,4,4.8125,3.3873
1,parallel,1,size,SF,4,3.875,3.4247
1,parallel,1,size,SF,4,5.25,3.076
1,parallel,1,size,SF,4,4.75,3.4746
1,parallel,1.41,size,SF,4,4.8125,4.262
1,parallel,1.41,size,SF,4,4.3125,2.1751
1,parallel,1.41,size,SF,4,4.5,3.2248
1,parallel,1.41,size,SF,4,4.375,3.8371
1,parallel,2,size,SF,4,3.9375,4.6743
1,parallel,2,size,SF,4,4.375,1.6626
1,parallel,2,size,SF,4,4.375,2.1877
1,parallel,2,size,SF,4,4.625,2.525
1,parallel,4,size,SF,4,0.125,7.4611
1,parallel,4,size,SF,4,4.5,6.6489
1,parallel,4,size,SF,4,3.8125,3.5621
1,parallel,4,size,SF,4,4.3125,2.8873
1,parallel,0.25,size,SF,8,10.75,1.2253
1,parallel,0.25,size,SF,8,12.0625,1.0253
1,parallel,0.25,size,SF,8,11.1875,2.2999
1,parallel,0.25,size,SF,8,10.5625,2.05
1,parallel,0.5,size,SF,8,10.6875,1.3752
1,parallel,0.5,size,SF,8,11.375,1.7002
1,parallel,0.5,size,SF,8,12.125,1.4763
1,parallel,0.5,size,SF,8,10,2.1375
1,parallel,0.71,size,SF,8,10.3125,0.72546
1,parallel,0.71,size,SF,8,10.625,2.2386
1,parallel,0.71,size,SF,8,12.5,1.8376
1,parallel,0.71,size,SF,8,11.625,1.3002
1,parallel,1,size,SF,8,10.875,1.1513
1,parallel,1,size,SF,8,10.875,1.3752
1,parallel,1,size,SF,8,9.4375,2.5124
1,parallel,1,size,SF,8,12.8125,1.3377
1,parallel,1.41,size,SF,8,10.625,2.1875
1,parallel,1.41,size,SF,8,11.125,3.0123
1,parallel,1.41,size,SF,8,11.5625,1.3003
1,parallel,1.41,size,SF,8,12.875,1.3003
1,parallel,2,size,SF,8,10.625,1.7501
1,parallel,2,size,SF,8,11,1.5627
1,parallel,2,size,SF,8,10.125,2.5249
1,parallel,2,size,SF,8,11.0625,1.6252
1,parallel,4,size,SF,8,9.4375,1.4003
1,parallel,4,size,SF,8,9.8125,2.2875
1,parallel,4,size,SF,8,9.625,1.1003
1,parallel,4,size,SF,8,10.125,1.9376
1,parallel,0.25,size,SF,8,8.875,1.9126
1,parallel,0.25,size,SF,8,9.75,2.7998
1,parallel,0.25,size,SF,8,10.875,2.6624
1,parallel,0.25,size,SF,8,12.0625,1.5752
1,parallel,0.5,size,SF,8,11.1875,2.175
1,parallel,0.5,size,SF,8,11.1875,1.9251
1,parallel,0.5,size,SF,8,12.125,1.063
1,parallel,0.5,size,SF,8,10.9375,1.9126
1,parallel,0.71,size,SF,8,12.0625,2.2
1,parallel,0.71,size,SF,8,8.75,2.3374
1,parallel,0.71,size,SF,8,11.75,1.7751
1,parallel,0.71,size,SF,8,10.8125,2.7498
1,parallel,1,size,SF,8,11.5625,1.2253
1,parallel,1,size,SF,8,11.8125,1.8876
1,parallel,1,size,SF,8,9.125,2.1625
1,parallel,1,size,SF,8,10.6875,1.1753
1,parallel,1.41,size,SF,8,12.3125,2.5999
1,parallel,1.41,size,SF,8,8.5625,2.3749
1,parallel,1.41,size,SF,8,9.9375,1.7627
1,parallel,1.41,size,SF,8,10.4375,4.5993
1,parallel,2,size,SF,8,11.75,1.3502
1,parallel,2,size,SF,8,10.5,2.4499
1,parallel,2,size,SF,8,10.5,2
1,parallel,2,size,SF,8,11.9375,2.2125
1,parallel,4,size,SF,8,11.25,1.777
1,parallel,4,size,SF,8,11.375,0.96284
1,parallel,4,size,SF,8,9.375,0.85042
1,parallel,4,size,SF,8,11.3125,1.8251
1,parallel,0.25,SF,size,4,0.59255,3.096
1,parallel,0.25,SF,size,4,1.0212,8.8309
1,parallel,0.25,SF,size,4,0.56826,13.4704
1,parallel,0.25,SF,size,4,1.9953,14.5397
1,parallel,0.5,SF,size,4,4.4203,5.434
1,parallel,0.5,SF,size,4,2.565,9.4139
1,parallel,0.5,SF,size,4,2.9083,4.7259
1,parallel,0.5,SF,size,4,0.50119,8.8337
1,parallel,0.71,SF,size,4,2.359,8.2852
1,parallel,0.71,SF,size,4,5.6826,5.1169
1,parallel,0.71,SF,size,4,5.4496,5.1221
1,parallel,0.71,SF,size,4,3.8986,3.497
1,parallel,1,SF,size,4,2.2623,9.5571
1,parallel,1,SF,size,4,6.1789,9.4823
1,parallel,1,SF,size,4,2.565,7.3177
1,parallel,1,SF,size,4,2.789,7.18
1,parallel,1.41,SF,size,4,4.6093,6.7352
1,parallel,1.41,SF,size,4,8.2829,6.3632
1,parallel,1.41,SF,size,4,2.565,8.3795
1,parallel,1.41,SF,size,4,5.2261,4.7542
1,parallel,2,SF,size,4,7.3053,8.2372
1,parallel,2,SF,size,4,2.565,7.9434
1,parallel,2,SF,size,4,7.6176,9.567
1,parallel,2,SF,size,4,2.1695,6.4104
1,parallel,4,SF,size,4,5.6826,7.3588
1,parallel,4,SF,size,4,7.9433,8.5062
1,parallel,4,SF,size,4,6.443,5.1773
1,parallel,4,SF,size,4,3.8986,8.2128
1,parallel,0.25,SF,size,4,4.4203,13.0799
1,parallel,0.25,SF,size,4,1.3689,6.9967
1,parallel,0.25,SF,size,4,4.0653,4.0006
1,parallel,0.25,SF,size,4,4.2391,10.1593
1,parallel,0.5,SF,size,4,3.0326,10.7605
1,parallel,0.5,SF,size,4,2.9083,6.9291
1,parallel,0.5,SF,size,4,5.6826,3.4029
1,parallel,0.5,SF,size,4,3.7388,5.7755
1,parallel,0.71,SF,size,4,2.9083,5.8192
1,parallel,0.71,SF,size,4,2.2623,6.4634
1,parallel,0.71,SF,size,4,3.4385,5.0827
1,parallel,0.71,SF,size,4,4.8064,4.52
1,parallel,1,SF,size,4,2.9083,5.2913
1,parallel,1,SF,size,4,5.2261,3.811
1,parallel,1,SF,size,4,4.8064,2.5655
1,parallel,1,SF,size,4,3.0326,7.7646
1,parallel,1.41,SF,size,4,6.7185,4.5604
1,parallel,1.41,SF,size,4,3.0326,6.0805
1,parallel,1.41,SF,size,4,5.6826,4.8077
1,parallel,1.41,SF,size,4,3.1623,9.5095
1,parallel,2,SF,size,4,7.0057,8.673
1,parallel,2,SF,size,4,3.2975,3.0429
1,parallel,2,SF,size,4,5.6826,1.3877
1,parallel,2,SF,size,4,2.789,5.2352
1,parallel,4,SF,size,4,6.443,12.8836
1,parallel,4,SF,size,4,3.7388,3.8246
1,parallel,4,SF,size,4,7.6176,5.622
1,parallel,4,SF,size,4,5.9255,6.5271
1,parallel,0.25,SF,size,8,3.2975,1.7028
1,parallel,0.25,SF,size,8,5.0119,8.3978
1,parallel,0.25,SF,size,8,4.2391,4.1913
1,parallel,0.25,SF,size,8,3.0326,5.2875
1,parallel,0.5,SF,size,8,3.0326,6.0176
1,parallel,0.5,SF,size,8,3.4385,6.348
1,parallel,0.5,SF,size,8,4.6093,6.3169
1,parallel,0.5,SF,size,8,3.2975,4.8551
1,parallel,0.71,SF,size,8,2.565,4.1573
1,parallel,0.71,SF,size,8,6.1789,7.3899
1,parallel,0.71,SF,size,8,3.1623,7.186
1,parallel,0.71,SF,size,8,2.6747,5.4124
1,parallel,1,SF,size,8,5.4496,7.7627
1,parallel,1,SF,size,8,4.2391,3.0506
1,parallel,1,SF,size,8,5.6826,3.6057
1,parallel,1,SF,size,8,3.5855,3.957
1,parallel,1.41,SF,size,8,3.1623,6.673
1,parallel,1.41,SF,size,8,6.443,6.2282
1,parallel,1.41,SF,size,8,3.1623,6.2698
1,parallel,1.41,SF,size,8,3.4385,6.089
1,parallel,2,SF,size,8,7.6176,6.6028
1,parallel,2,SF,size,8,3.0326,7.0781
1,parallel,2,SF,size,8,5.6826,5.5217
1,parallel,2,SF,size,8,4.6093,8.6899
1,parallel,4,SF,size,8,7.3053,6.7807
1,parallel,4,SF,size,8,5.2261,9.5884
1,parallel,4,SF,size,8,6.7185,5.1984
1,parallel,4,SF,size,8,7.9433,6.4973
1,parallel,0.25,SF,size,8,2.789,6.3902
1,parallel,0.25,SF,size,8,3.7388,5.1428
1,parallel,0.25,SF,size,8,3.8986,3.6002
1,parallel,0.25,SF,size,8,3.7388,2.1915
1,parallel,0.5,SF,size,8,4.2391,4.9128
1,parallel,0.5,SF,size,8,3.4385,3.6074
1,parallel,0.5,SF,size,8,3.5855,6.2715
1,parallel,0.5,SF,size,8,3.0326,5.4725
1,parallel,0.71,SF,size,8,5.2261,6.7011
1,parallel,0.71,SF,size,8,5.4496,11.4128
1,parallel,0.71,SF,size,8,4.0653,5.5771
1,parallel,0.71,SF,size,8,5.6826,6.4002
1,parallel,1,SF,size,8,2.789,6.1806
1,parallel,1,SF,size,8,7.6176,7.7871
1,parallel,1,SF,size,8,5.9255,5.0437
1,parallel,1,SF,size,8,3.0326,3.3606
1,parallel,1.41,SF,size,8,6.443,4.8485
1,parallel,1.41,SF,size,8,8.2829,8.6874
1,parallel,1.41,SF,size,8,4.2391,2.7078
1,parallel,1.41,SF,size,8,5.4496,6.2987
1,parallel,2,SF,size,8,6.1789,7.1102
1,parallel,2,SF,size,8,8.2829,6.5572
1,parallel,2,SF,size,8,6.1789,3.5896
1,parallel,2,SF,size,8,3.2975,7.3027
1,parallel,4,SF,size,8,3.5855,6.6547
1,parallel,4,SF,size,8,2.9083,10.6304
1,parallel,4,SF,size,8,4.6093,6.747
1,parallel,4,SF,size,8,5.2261,7.1977
1,parallel,0.25,SF,SF,4,1.1578,8.2051
1,parallel,0.25,SF,SF,4,1.0648,7.5574
1,parallel,0.25,SF,SF,4,0.79433,0.95897
1,parallel,0.25,SF,SF,4,1.9135,6.8771
1,parallel,0.5,SF,SF,4,2.359,5.6532
1,parallel,0.5,SF,SF,4,1.6184,5.8371
1,parallel,0.5,SF,SF,4,2.0806,6.0521
1,parallel,0.5,SF,SF,4,1.9953,3.0149
1,parallel,0.71,SF,SF,4,2.359,6.5858
1,parallel,0.71,SF,SF,4,2.6747,4.1502
1,parallel,0.71,SF,SF,4,2.789,4.3326
1,parallel,0.71,SF,SF,4,2.4599,10.1075
1,parallel,1,SF,SF,4,3.4385,1.4598
1,parallel,1,SF,SF,4,5.4496,6.958
1,parallel,1,SF,SF,4,3.4385,4.4442
1,parallel,1,SF,SF,4,5.2261,2.9873
1,parallel,1.41,SF,SF,4,10.2115,4.5098
1,parallel,1.41,SF,SF,4,5.6826,4.7775
1,parallel,1.41,SF,SF,4,4.4203,7.131
1,parallel,1.41,SF,SF,4,4.4203,2.8335
1,parallel,2,SF,SF,4,7.6176,6.0887
1,parallel,2,SF,SF,4,5.4496,6.2502
1,parallel,2,SF,SF,4,5.0119,7.4354
1,parallel,2,SF,SF,4,7.6176,6.6508
1,parallel,4,SF,SF,4,8.2829,8.5255
1,parallel,4,SF,SF,4,14.8843,1.0511
1,parallel,4,SF,SF,4,13.1275,4.9656
1,parallel,4,SF,SF,4,10.2115,6.4279
1,parallel,0.25,SF,SF,4,0.90063,3.2643
1,parallel,0.25,SF,SF,4,0.6443,1.3303
1,parallel,0.25,SF,SF,4,0.90063,1.396
1,parallel,0.25,SF,SF,4,1.1578,2.5177
1,parallel,0.5,SF,SF,4,1.4884,6.5183
1,parallel,0.5,SF,SF,4,2.4599,11.7466
1,parallel,0.5,SF,SF,4,2.565,6.0883
1,parallel,0.5,SF,SF,4,2.4599,3.4696
1,parallel,0.71,SF,SF,4,2.359,9.0468
1,parallel,0.71,SF,SF,4,2.359,4.9992
1,parallel,0.71,SF,SF,4,1.9953,2.0578
1,parallel,0.71,SF,SF,4,2.6747,7.0181
1,parallel,1,SF,SF,4,5.6826,4.0051
1,parallel,1,SF,SF,4,4.4203,10.7784
1,parallel,1,SF,SF,4,3.8986,6.6632
1,parallel,1,SF,SF,4,2.6747,8.0922
1,parallel,1.41,SF,SF,4,3.1623,7.9841
1,parallel,1.41,SF,SF,4,3.1623,6.9747
1,parallel,1.41,SF,SF,4,4.2391,7.7412
1,parallel,1.41,SF,SF,4,12.0731,9.7707
1,parallel,2,SF,SF,4,11.1034,4.207
1,parallel,2,SF,SF,4,3.7388,4.1464
1,parallel,2,SF,SF,4,5.4496,7.115
1,parallel,2,SF,SF,4,9.3913,8.6537
1,parallel,4,SF,SF,4,16.1842,7.8553
1,parallel,4,SF,SF,4,15.5206,4.2672
1,parallel,4,SF,SF,4,14.274,5.133
1,parallel,4,SF,SF,4,14.8843,7.2425
1,parallel,0.25,SF,SF,8,1.4884,5.0095
1,parallel,0.25,SF,SF,8,1.0648,5.7424
1,parallel,0.25,SF,SF,8,1.0212,1.8664
1,parallel,0.25,SF,SF,8,1.0648,5.544
1,parallel,0.5,SF,SF,8,0.93913,1.2567
1,parallel,0.5,SF,SF,8,1.5521,3.7611
1,parallel,0.5,SF,SF,8,1.6876,7.4144
1,parallel,0.5,SF,SF,8,1.3127,3.7001
1,parallel,0.71,SF,SF,8,2.2623,7.0432
1,parallel,0.71,SF,SF,8,2.565,8.157
1,parallel,0.71,SF,SF,8,1.9953,6.4739
1,parallel,0.71,SF,SF,8,3.5855,7.4475
1,parallel,1,SF,SF,8,2.9083,3.6164
1,parallel,1,SF,SF,8,6.443,5.9375
1,parallel,1,SF,SF,8,4.8064,1.0111
1,parallel,1,SF,SF,8,4.4203,5.4552
1,parallel,1.41,SF,SF,8,11.1034,5.1805
1,parallel,1.41,SF,SF,8,9.3913,5.5522
1,parallel,1.41,SF,SF,8,6.443,7.8346
1,parallel,1.41,SF,SF,8,5.4496,1.2522
1,parallel,2,SF,SF,8,6.443,6.4585
1,parallel,2,SF,SF,8,10.2115,2.972
1,parallel,2,SF,SF,8,5.9255,2.0609
1,parallel,2,SF,SF,8,7.3053,8.9303
1,parallel,4,SF,SF,8,26.7469,1.5675
1,parallel,4,SF,SF,8,13.6887,6.2871
1,parallel,4,SF,SF,8,26.7469,1.281
1,parallel,4,SF,SF,8,13.1275,7.6245
1,parallel,0.25,SF,SF,8,0.93913,3.6208
1,parallel,0.25,SF,SF,8,1.1103,3.9718
1,parallel,0.25,SF,SF,8,1.0212,4.1974
1,parallel,0.25,SF,SF,8,0.82829,2.8155
1,parallel,0.5,SF,SF,8,1.4884,5.7822
1,parallel,0.5,SF,SF,8,1.6184,4.9289
1,parallel,0.5,SF,SF,8,1.3689,9.0228
1,parallel,0.5,SF,SF,8,1.3127,1.0358
1,parallel,0.71,SF,SF,8,2.0806,2.7841
1,parallel,0.71,SF,SF,8,2.2623,3.1952
1,parallel,0.71,SF,SF,8,2.565,4.9394
1,parallel,0.71,SF,SF,8,1.9135,6.6793
1,parallel,1,SF,SF,8,2.6747,5.438
1,parallel,1,SF,SF,8,2.565,3.0227
1,parallel,1,SF,SF,8,5.6826,2.7772
1,parallel,1,SF,SF,8,2.789,4.3546
1,parallel,1.41,SF,SF,8,5.2261,3.7429
1,parallel,1.41,SF,SF,8,4.8064,2.0164
1,parallel,1.41,SF,SF,8,4.8064,4.5773
1,parallel,1.41,SF,SF,8,9.7928,1.3363
1,parallel,2,SF,SF,8,13.1275,0.97607
1,parallel,2,SF,SF,8,5.2261,1.8096
1,parallel,2,SF,SF,8,10.2115,5.1432
1,parallel,2,SF,SF,8,8.637,1.7856
1,parallel,4,SF,SF,8,29.0828,1.8619
1,parallel,4,SF,SF,8,14.274,5.6504
1,parallel,4,SF,SF,8,12.0731,4.382
1,parallel,4,SF,SF,8,12.5893,3.8529
1,orthogonal,0.25,size,size,4,1.0625,1.5127
1,orthogonal,0.25,size,size,4,0.8125,1.6002
1,orthogonal,0.25,size,size,4,2,4.6493
1,orthogonal,0.25,size,size,4,1.0625,2.0251
1,orthogonal,0.5,size,size,4,2.1875,2.5749
1,orthogonal,0.5,size,size,4,2.125,1.6002
1,orthogonal,0.5,size,size,4,2.3125,2.8124
1,orthogonal,0.5,size,size,4,2.25,1.6002
1,orthogonal,0.71,size,size,4,3.3125,3.5121
1,orthogonal,0.71,size,size,4,3.25,3.4997
1,orthogonal,0.71,size,size,4,3.1875,2.8248
1,orthogonal,0.71,size,size,4,3.25,3.3497
1,orthogonal,1,size,size,4,5.6875,2.4893
1,orthogonal,1,size,size,4,5.4375,3.1997
1,orthogonal,1,size,size,4,5.5,4.1744
1,orthogonal,1,size,size,4,4.9375,2.4749
1,orthogonal,1.41,size,size,4,5.9375,4.162
1,orthogonal,1.41,size,size,4,8.375,1.9751
1,orthogonal,1.41,size,size,4,9.5,3.5871
1,orthogonal,1.41,size,size,4,9,1.9001
1,orthogonal,2,size,size,4,9.9375,2.8873
1,orthogonal,2,size,size,4,12.5625,4.0995
1,orthogonal,2,size,size,4,11.8125,2.5375
1,orthogonal,2,size,size,4,7.75,4.0995
1,orthogonal,4,size,size,4,19.3125,3.3127
1,orthogonal,4,size,size,4,18.375,4.9868
1,orthogonal,4,size,size,4,17.125,5.0118
1,orthogonal,4,size,size,4,19.625,2.575
1,orthogonal,0.25,size,size,4,1.375,2.6374
1,orthogonal,0.25,size,size,4,1.3125,3.987
1,orthogonal,0.25,size,size,4,1.25,1.5502
1,orthogonal,0.25,size,size,4,1.6875,2.8499
1,orthogonal,0.5,size,size,4,1.75,3.0747
1,orthogonal,0.5,size,size,4,2.4375,5.1362
1,orthogonal,0.5,size,size,4,3,4.7493
1,orthogonal,0.5,size,size,4,2.1875,1.6877
1,orthogonal,0.71,size,size,4,3.4375,3.2622
1,orthogonal,0.71,size,size,4,3.4375,2.3625
1,orthogonal,0.71,size,size,4,3.5,2.7374
1,orthogonal,0.71,size,size,4,3.25,3.5496
1,orthogonal,1,size,size,4,4.3125,4.8993
1,orthogonal,1,size,size,4,4.75,3.4247
1,orthogonal,1,size,size,4,5.5625,2.4999
1,orthogonal,1,size,size,4,4.875,3.3247
1,orthogonal,1.41,size,size,4,7.25,3.4622
1,orthogonal,1.41,size,size,4,6.4375,2.3625
1,orthogonal,1.41,size,size,4,8.3125,3.3872
1,orthogonal,1.41,size,size,4,8.125,2.8249
1,orthogonal,2,size,size,4,10.75,3.0012
1,orthogonal,2,size,size,4,8.9375,3.3122
1,orthogonal,2,size,size,4,9.875,3.5122
1,orthogonal,2,size,size,4,12.5,2.4
1,orthogonal,4,size,size,4,18.1875,1.6502
1,orthogonal,4,size,size,4,16.4375,3.7996
1,orthogonal,4,size,size,4,19.125,4.7369
1,orthogonal,4,size,size,4,18.1875,3.6622
1,orthogonal,0.25,size,size,8,1.9375,2.0127
1,orthogonal,0.25,size,size,8,2,1.2253
1,orthogonal,0.25,size,size,8,1.4375,1.1253
1,orthogonal,0.25,size,size,8,2.4375,2.7123
1,orthogonal,0.5,size,size,8,3.9375,1.3752
1,orthogonal,0.5,size,size,8,4.4375,2.8123
1,orthogonal,0.5,size,size,8,4.25,2.4749
1,orthogonal,0.5,size,size,8,4.5625,2.4749
1,orthogonal,0.71,size,size,8,5.5,1.1765
1,orthogonal,0.71,size,size,8,5.4375,1.9501
1,orthogonal,0.71,size,size,8,6.3125,1.4252
1,orthogonal,0.71,size,size,8,5.0625,2.7373
1,orthogonal,1,size,size,8,11.625,1.6127
1,orthogonal,1,size,size,8,8.75,2.425
1,orthogonal,1,size,size,8,12.875,2.05
1,orthogonal,1,size,size,8,11.25,3.3622
1,orthogonal,1.41,size,size,8,14.8125,2.8498
1,orthogonal,1.41,size,size,8,11.75,2.025
1,orthogonal,1.41,size,size,8,16.4375,1.9751
1,orthogonal,1.41,size,size,8,15.1875,1.5754
1,orthogonal,2,size,size,8,19,2.3
1,orthogonal,2,size,size,8,17.75,3.0248
1,orthogonal,2,size,size,8,21.375,1.4502
1,orthogonal,2,size,size,8,12.9375,3.9995
1,orthogonal,4,size,size,8,36.75,2.4374
1,orthogonal,4,size,size,8,35.6875,1.1753
1,orthogonal,4,size,size,8,36.0625,2.1875
1,orthogonal,4,size,size,8,35.5625,1.2253
1,orthogonal,0.25,size,size,8,2.25,2.5249
1,orthogonal,0.25,size,size,8,2.25,3.6746
1,orthogonal,0.25,size,size,8,2.625,1.8626
1,orthogonal,0.25,size,size,8,2.9375,2.0251
1,orthogonal,0.5,size,size,8,4.75,1.3878
1,orthogonal,0.5,size,size,8,3.8125,3.5621
1,orthogonal,0.5,size,size,8,4.625,3.6122
1,orthogonal,0.5,size,size,8,3.625,1.3003
1,orthogonal,0.71,size,size,8,7.375,1.2003
1,orthogonal,0.71,size,size,8,5.3125,2.6759
1,orthogonal,0.71,size,size,8,8.4375,1.8376
1,orthogonal,0.71,size,size,8,8.9375,2.7249
1,orthogonal,1,size,size,8,11.0625,2.5999
1,orthogonal,1,size,size,8,11.0625,1.9251
1,orthogonal,1,size,size,8,11.25,1.9626
1,orthogonal,1,size,size,8,10.25,1.6002
1,orthogonal,1.41,size,size,8,13.25,2.4126
1,orthogonal,1.41,size,size,8,14.125,1.6752
1,orthogonal,1.41,size,size,8,13,3.5246
1,orthogonal,1.41,size,size,8,11.0625,3.912
1,orthogonal,2,size,size,8,17.0625,2.5999
1,orthogonal,2,size,size,8,16.75,2.8623
1,orthogonal,2,size,size,8,19.25,4.5119
1,orthogonal,2,size,size,8,20.125,1.4754
1,orthogonal,4,size,size,8,37.875,2.0501
1,orthogonal,4,size,size,8,36.125,2.1625
1,orthogonal,4,size,size,8,36.5625,1.2128
1,orthogonal,4,size,size,8,36.625,1.2879
1,orthogonal,0.25,size,SF,4,5,3.0623
1,orthogonal,0.25,size,SF,4,5.3125,2.1875
1,orthogonal,0.25,size,SF,4,4.6875,3.7246
1,orthogonal,0.25,size,SF,4,5.125,3.7871
1,orthogonal,0.5,size,SF,4,5.125,2.4624
1,orthogonal,0.5,size,SF,4,5.125,8.5732
1,orthogonal,0.5,size,SF,4,5.5625,4.0245
1,orthogonal,0.5,size,SF,4,5.125,6.3989
1,orthogonal,0.71,size,SF,4,5.3125,6.3614
1,orthogonal,0.71,size,SF,4,5.5625,6.2489
1,orthogonal,0.71,size,SF,4,5.3125,3.912
1,orthogonal,0.71,size,SF,4,5.625,3.0498
1,orthogonal,1,size,SF,4,5.875,2.5499
1,orthogonal,1,size,SF,4,5,5.3492
1,orthogonal,1,size,SF,4,5.3125,5.2992
1,orthogonal,1,size,SF,4,5.8125,4.4619
1,orthogonal,1.41,size,SF,4,6,3.887
1,orthogonal,1.41,size,SF,4,5.6875,3.1013
1,orthogonal,1.41,size,SF,4,5.1875,5.1492
1,orthogonal,1.41,size,SF,4,4.8125,3.0998
1,orthogonal,2,size,SF,4,5.5625,3.1997
1,orthogonal,2,size,SF,4,5.1875,2.8623
1,orthogonal,2,size,SF,4,5.125,4.6993
1,orthogonal,2,size,SF,4,5.375,2.275
1,orthogonal,4,size,SF,4,4.25,3.4747
1,orthogonal,4,size,SF,4,4.5625,6.3864
1,orthogonal,4,size,SF,4,4.1875,3.6246
1,orthogonal,4,size,SF,4,4,1.9252
1,orthogonal,0.25,size,SF,4,4.875,3.4372
1,orthogonal,0.25,size,SF,4,5.25,3.4247
1,orthogonal,0.25,size,SF,4,5.25,3.6996
1,orthogonal,0.25,size,SF,4,5,2.5499
1,orthogonal,0.5,size,SF,4,5.625,3.1747
1,orthogonal,0.5,size,SF,4,5.75,1.6501
1,orthogonal,0.5,size,SF,4,5.625,3.0123
1,orthogonal,0.5,size,SF,4,5.25,3.4622
1,orthogonal,0.71,size,SF,4,6,3.1747
1,orthogonal,0.71,size,SF,4,5.4375,1.8126
1,orthogonal,0.71,size,SF,4,5.1875,3.3122
1,orthogonal,0.71,size,SF,4,5.3125,4.4369
1,orthogonal,1,size,SF,4,6.125,2.0501
1,orthogonal,1,size,SF,4,5.625,3.0873
1,orthogonal,1,size,SF,4,5.25,2.0625
1,orthogonal,1,size,SF,4,5.0625,3.2747
1,orthogonal,1.41,size,SF,4,5.625,3.6871
1,orthogonal,1.41,size,SF,4,6.375,2.0501
1,orthogonal,1.41,size,SF,4,5.75,2.3
1,orthogonal,1.41,size,SF,4,5.5,2.9999
1,orthogonal,2,size,SF,4,5.125,5.3616
1,orthogonal,2,size,SF,4,4.8125,3.1747
1,orthogonal,2,size,SF,4,5.25,4.3745
1,orthogonal,2,size,SF,4,5.375,1.9001
1,orthogonal,4,size,SF,4,6.75,1.9751
1,orthogonal,4,size,SF,4,4.5,3.0747
1,orthogonal,4,size,SF,4,5,2.5125
1,orthogonal,4,size,SF,4,6.125,4.212
1,orthogonal,0.25,size,SF,8,10.375,3.9995
1,orthogonal,0.25,size,SF,8,11.0625,1.9376
1,orthogonal,0.25,size,SF,8,11.875,1.8876
1,orthogonal,0.25,size,SF,8,12.8125,1.2128
1,orthogonal,0.5,size,SF,8,9.125,2.1875
1,orthogonal,0.5,size,SF,8,11.0625,1.9377
1,orthogonal,0.5,size,SF,8,11.375,2.9249
1,orthogonal,0.5,size,SF,8,11.375,1.6877
